u,v,key,line,length_m,spatial,transfer,edge_type,structure,geometry_wkt,source_line,target_line,transfer_distance_m,transfer_basis,travel_time_s,time_source,projection_method,projection_distance,projection_quality,reference_count,temporal_rate_s_per_m,observed
LIM-0185,LIM-0184,0,L6,1254.178883478003,True,False,in_line,At Grade,"LINESTRING (-77.04849 -12.11319, -77.03699 -12.11408)",,,,,128.23617844668541,projected_lima_scenario,knn_inverse_distance_rate,0.5119273392805013,mode_fallback,12,0.10224711971793818,False
LIM-0185,LIM-0186,0,L6,688.8343926498945,True,False,in_line,At Grade,"LINESTRING (-77.04849 -12.11319, -77.05295 -12.10879)",,,,,94.42587646284399,projected_lima_scenario,knn_inverse_distance_rate,0.504420057651589,mode_fallback,12,0.1370806647728414,False
LIM-0186,LIM-0185,0,L6,688.8343926498945,True,False,in_line,At Grade,"LINESTRING (-77.05295 -12.10879, -77.04849 -12.11319)",,,,,94.42587646284399,projected_lima_scenario,knn_inverse_distance_rate,0.504420057651589,mode_fallback,12,0.1370806647728414,False
LIM-0186,LIM-0187,0,L6,2155.5132838385834,True,False,in_line,At Grade,"LINESTRING (-77.05295 -12.10879, -77.0694 -12.09797)",,,,,289.28656315088807,projected_lima_scenario,knn_inverse_distance_rate,0.5175438789224484,mode_fallback,12,0.1342077385093728,False
LIM-0187,LIM-0186,0,L6,2155.5132838385834,True,False,in_line,At Grade,"LINESTRING (-77.0694 -12.09797, -77.05295 -12.10879)",,,,,289.28656315088807,projected_lima_scenario,knn_inverse_distance_rate,0.5175438789224484,mode_fallback,12,0.1342077385093728,False
LIM-0187,LIM-0188,0,L6,1311.9009891880482,True,False,in_line,At Grade,"LINESTRING (-77.0694 -12.09797, -77.07989 -12.09214)",,,,,143.4844662932067,projected_lima_scenario,knn_inverse_distance_rate,0.5063736931136009,mode_fallback,12,0.10937141405923553,False
LIM-0188,LIM-0187,0,L6,1311.9009891880482,True,False,in_line,At Grade,"LINESTRING (-77.07989 -12.09214, -77.0694 -12.09797)",,,,,143.4844662932067,projected_lima_scenario,knn_inverse_distance_rate,0.5063736931136009,mode_fallback,12,0.10937141405923553,False
LIM-0188,LIM-0189,0,L6,720.6290334162563,True,False,in_line,At Grade,"LINESTRING (-77.07989 -12.09214, -77.08379 -12.0869)",,,,,116.08190988421372,projected_lima_scenario,knn_inverse_distance_rate,0.5010280110502247,mode_fallback,12,0.16108414246635192,False
LIM-0189,LIM-0188,0,L6,720.6290334162563,True,False,in_line,At Grade,"LINESTRING (-77.08379 -12.0869, -77.07989 -12.09214)",,,,,116.08190988421372,projected_lima_scenario,knn_inverse_distance_rate,0.5010280110502247,mode_fallback,12,0.16108414246635192,False
LIM-0189,LIM-0190,0,L6,1049.106125847509,True,False,in_line,At Grade,"LINESTRING (-77.08379 -12.0869, -77.08128 -12.07779)",,,,,120.43494449386142,projected_lima_scenario,knn_inverse_distance_rate,0.5058798981503422,mode_fallback,12,0.1147976753987299,False
LIM-0190,LIM-0189,0,L6,1049.106125847509,True,False,in_line,At Grade,"LINESTRING (-77.08128 -12.07779, -77.08379 -12.0869)",,,,,120.43494449386142,projected_lima_scenario,knn_inverse_distance_rate,0.5058798981503422,mode_fallback,12,0.1147976753987299,False
LIM-0190,LIM-0191,0,L6,1102.2952268075596,True,False,in_line,At Grade,"LINESTRING (-77.08128 -12.07779, -77.07777 -12.06849)",,,,,117.39705008285846,projected_lima_scenario,knn_inverse_distance_rate,0.5087110228403087,mode_fallback,12,0.10650236636047215,False
LIM-0190,LIM-0143,0,TRANSFER,83.96178789071674,False,True,transfer,Transfer,"LINESTRING (-77.08128 -12.07779, -77.08073 -12.07832)",L6,L4,83.96178789071674,matching_name_and_proximity,114.96815657559728,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.3692914296350849,False
LIM-0191,LIM-0190,0,L6,1102.2952268075596,True,False,in_line,At Grade,"LINESTRING (-77.07777 -12.06849, -77.08128 -12.07779)",,,,,117.39705008285846,projected_lima_scenario,knn_inverse_distance_rate,0.5087110228403087,mode_fallback,12,0.10650236636047215,False
LIM-0191,LIM-0192,0,L6,1472.4916644881996,True,False,in_line,At Grade,"LINESTRING (-77.07777 -12.06849, -77.08074 -12.05557)",,,,,148.3834946326723,projected_lima_scenario,knn_inverse_distance_rate,0.528039306729369,mode_fallback,12,0.1007703460815492,False
LIM-0192,LIM-0191,0,L6,1472.4916644881996,True,False,in_line,At Grade,"LINESTRING (-77.08074 -12.05557, -77.07777 -12.06849)",,,,,148.3834946326723,projected_lima_scenario,knn_inverse_distance_rate,0.528039306729369,mode_fallback,12,0.1007703460815492,False
LIM-0192,LIM-0193,0,L6,1092.8774178702683,True,False,in_line,At Grade,"LINESTRING (-77.08074 -12.05557, -77.07682 -12.04652)",,,,,124.52346928789878,projected_lima_scenario,knn_inverse_distance_rate,0.5068669133749968,mode_fallback,12,0.11394092992658077,False
LIM-0192,LIM-0091,0,TRANSFER,82.65184029288073,False,True,transfer,Transfer,"LINESTRING (-77.08074 -12.05557, -77.0815 -12.05556)",L6,L2,82.65184029288073,matching_name_and_proximity,113.87653357740062,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.377785820302049,False
LIM-0193,LIM-0192,0,L6,1092.8774178702683,True,False,in_line,At Grade,"LINESTRING (-77.07682 -12.04652, -77.08074 -12.05557)",,,,,124.52346928789878,projected_lima_scenario,knn_inverse_distance_rate,0.5068669133749968,mode_fallback,12,0.11394092992658077,False
LIM-0193,LIM-0194,0,L6,1632.049556192149,True,False,in_line,At Grade,"LINESTRING (-77.07682 -12.04652, -77.07755 -12.03186)",,,,,107.75568078357264,projected_lima_scenario,knn_inverse_distance_rate,0.5082738848412949,mode_fallback,12,0.06602476032344574,False
LIM-0194,LIM-0193,0,L6,1632.049556192149,True,False,in_line,At Grade,"LINESTRING (-77.07755 -12.03186, -77.07682 -12.04652)",,,,,107.75568078357264,projected_lima_scenario,knn_inverse_distance_rate,0.5082738848412949,mode_fallback,12,0.06602476032344574,False
LIM-0194,LIM-0195,0,L6,675.859805076059,True,False,in_line,At Grade,"LINESTRING (-77.07755 -12.03186, -77.07542 -12.02615)",,,,,82.68609735033554,projected_lima_scenario,knn_inverse_distance_rate,0.5012973357830155,mode_fallback,12,0.12234208445201195,False
LIM-0195,LIM-0194,0,L6,675.859805076059,True,False,in_line,At Grade,"LINESTRING (-77.07542 -12.02615, -77.07755 -12.03186)",,,,,82.68609735033554,projected_lima_scenario,knn_inverse_distance_rate,0.5012973357830155,mode_fallback,12,0.12234208445201195,False
LIM-0195,LIM-0196,0,L6,770.1543575057691,True,False,in_line,At Grade,"LINESTRING (-77.07542 -12.02615, -77.07632 -12.01928)",,,,,93.03024326508522,projected_lima_scenario,knn_inverse_distance_rate,0.5042985431984517,mode_fallback,12,0.12079428280633775,False
LIM-0196,LIM-0195,0,L6,770.1543575057691,True,False,in_line,At Grade,"LINESTRING (-77.07632 -12.01928, -77.07542 -12.02615)",,,,,93.03024326508522,projected_lima_scenario,knn_inverse_distance_rate,0.5042985431984517,mode_fallback,12,0.12079428280633775,False
LIM-0196,LIM-0197,0,L6,826.7331609136479,True,False,in_line,At Grade,"LINESTRING (-77.07632 -12.01928, -77.07982 -12.01268)",,,,,93.37211728018491,projected_lima_scenario,knn_inverse_distance_rate,0.5014382121145957,mode_fallback,12,0.11294105727777576,False
LIM-0197,LIM-0196,0,L6,826.7331609136479,True,False,in_line,At Grade,"LINESTRING (-77.07982 -12.01268, -77.07632 -12.01928)",,,,,93.37211728018491,projected_lima_scenario,knn_inverse_distance_rate,0.5014382121145957,mode_fallback,12,0.11294105727777576,False
LIM-0197,LIM-0198,0,L6,739.2876753969539,True,False,in_line,At Grade,"LINESTRING (-77.07982 -12.01268, -77.0825 -12.00657)",,,,,74.02362523554312,projected_lima_scenario,knn_inverse_distance_rate,0.5021482168178102,mode_fallback,12,0.10012830958638232,False
LIM-0197,LIM-0243,0,TRANSFER,54.48218879228838,False,True,transfer,Transfer,"LINESTRING (-77.07982 -12.01268, -77.07932 -12.01265)",L6,L9,54.48218879228838,proximity,90.40182399357366,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.659291339014072,False
LIM-0198,LIM-0197,0,L6,739.2876753969539,True,False,in_line,At Grade,"LINESTRING (-77.0825 -12.00657, -77.07982 -12.01268)",,,,,74.02362523554312,projected_lima_scenario,knn_inverse_distance_rate,0.5021482168178102,mode_fallback,12,0.10012830958638232,False
LIM-0198,LIM-0199,0,L6,1141.5247822015378,True,False,in_line,At Grade,"LINESTRING (-77.0825 -12.00657, -77.08469 -11.99653)",,,,,124.47867513789377,projected_lima_scenario,knn_inverse_distance_rate,0.513516022239986,mode_fallback,12,0.10904596823366808,False
LIM-0199,LIM-0198,0,L6,1141.5247822015378,True,False,in_line,At Grade,"LINESTRING (-77.08469 -11.99653, -77.0825 -12.00657)",,,,,124.47867513789377,projected_lima_scenario,knn_inverse_distance_rate,0.513516022239986,mode_fallback,12,0.10904596823366808,False
LIM-0199,LIM-0200,0,L6,967.249124588011,True,False,in_line,At Grade,"LINESTRING (-77.08469 -11.99653, -77.08099 -11.98862)",,,,,118.8517967710353,projected_lima_scenario,knn_inverse_distance_rate,0.5021595647379814,mode_fallback,12,0.12287609649857155,False
LIM-0200,LIM-0199,0,L6,967.249124588011,True,False,in_line,At Grade,"LINESTRING (-77.08099 -11.98862, -77.08469 -11.99653)",,,,,118.8517967710353,projected_lima_scenario,knn_inverse_distance_rate,0.5021595647379814,mode_fallback,12,0.12287609649857155,False
LIM-0200,LIM-0201,0,L6,1097.018156743551,True,False,in_line,At Grade,"LINESTRING (-77.08099 -11.98862, -77.07219 -11.9838)",,,,,126.55673298918293,projected_lima_scenario,knn_inverse_distance_rate,0.5082354620966765,mode_fallback,12,0.11536430113869847,False
LIM-0201,LIM-0200,0,L6,1097.018156743551,True,False,in_line,At Grade,"LINESTRING (-77.07219 -11.9838, -77.08099 -11.98862)",,,,,126.55673298918293,projected_lima_scenario,knn_inverse_distance_rate,0.5082354620966765,mode_fallback,12,0.11536430113869847,False
LIM-0201,LIM-0202,0,L6,2041.1893065063373,True,False,in_line,At Grade,"LINESTRING (-77.07219 -11.9838, -77.0879 -11.97376)",,,,,221.96046666861432,projected_lima_scenario,knn_inverse_distance_rate,0.512777108177469,mode_fallback,12,0.10874075518674838,False
LIM-0202,LIM-0201,0,L6,2041.1893065063373,True,False,in_line,At Grade,"LINESTRING (-77.0879 -11.97376, -77.07219 -11.9838)",,,,,221.96046666861432,projected_lima_scenario,knn_inverse_distance_rate,0.512777108177469,mode_fallback,12,0.10874075518674838,False
LIM-0202,LIM-0203,0,L6,1834.326810517228,True,False,in_line,At Grade,"LINESTRING (-77.0879 -11.97376, -77.09916 -11.96148)",,,,,175.95498345542842,projected_lima_scenario,knn_inverse_distance_rate,0.5117897831884235,mode_fallback,12,0.09592346491725436,False
LIM-0203,LIM-0202,0,L6,1834.326810517228,True,False,in_line,At Grade,"LINESTRING (-77.09916 -11.96148, -77.0879 -11.97376)",,,,,175.95498345542842,projected_lima_scenario,knn_inverse_distance_rate,0.5117897831884235,mode_fallback,12,0.09592346491725436,False
LIM-0204,LIM-0205,0,L7,823.03985145037,True,False,in_line,At Grade,"LINESTRING (-77.12607 -11.99619, -77.12549 -11.98881)",,,,,100.03060009690732,projected_lima_scenario,knn_inverse_distance_rate,0.5017656211327001,mode_fallback,12,0.12153797889692983,False
LIM-0204,LIM-0153,0,TRANSFER,85.8690697234941,False,True,transfer,Transfer,"LINESTRING (-77.12607 -11.99619, -77.12593 -11.99695)",L7,L4,85.8690697234941,proximity,116.55755810291176,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.3573869901960887,False
LIM-0205,LIM-0204,0,L7,823.03985145037,True,False,in_line,At Grade,"LINESTRING (-77.12549 -11.98881, -77.12607 -11.99619)",,,,,100.03060009690732,projected_lima_scenario,knn_inverse_distance_rate,0.5017656211327001,mode_fallback,12,0.12153797889692983,False
LIM-0205,LIM-0206,0,L7,741.32545768985,True,False,in_line,At Grade,"LINESTRING (-77.12549 -11.98881, -77.12518 -11.98215)",,,,,73.52707704995197,projected_lima_scenario,knn_inverse_distance_rate,0.5027636278437898,mode_fallback,12,0.09918326193610048,False
LIM-0206,LIM-0205,0,L7,741.32545768985,True,False,in_line,At Grade,"LINESTRING (-77.12518 -11.98215, -77.12549 -11.98881)",,,,,73.52707704995197,projected_lima_scenario,knn_inverse_distance_rate,0.5027636278437898,mode_fallback,12,0.09918326193610048,False
LIM-0206,LIM-0207,0,L7,487.3070002158475,True,False,in_line,At Grade,"LINESTRING (-77.12518 -11.98215, -77.12503 -11.97777)",,,,,79.54324662819165,projected_lima_scenario,knn_inverse_distance_rate,0.5130972700261553,mode_fallback,12,0.16323025647683864,False
LIM-0207,LIM-0206,0,L7,487.3070002158475,True,False,in_line,At Grade,"LINESTRING (-77.12503 -11.97777, -77.12518 -11.98215)",,,,,79.54324662819165,projected_lima_scenario,knn_inverse_distance_rate,0.5130972700261553,mode_fallback,12,0.16323025647683864,False
LIM-0207,LIM-0208,0,L7,594.9018076793661,True,False,in_line,At Grade,"LINESTRING (-77.12503 -11.97777, -77.12506 -11.97242)",,,,,79.85472197097823,projected_lima_scenario,knn_inverse_distance_rate,0.5055156822501032,mode_fallback,12,0.1342317689073446,False
LIM-0208,LIM-0207,0,L7,594.9018076793661,True,False,in_line,At Grade,"LINESTRING (-77.12506 -11.97242, -77.12503 -11.97777)",,,,,79.85472197097823,projected_lima_scenario,knn_inverse_distance_rate,0.5055156822501032,mode_fallback,12,0.1342317689073446,False
LIM-0208,LIM-0209,0,L7,945.1771445978188,True,False,in_line,At Grade,"LINESTRING (-77.12506 -11.97242, -77.12679 -11.96409)",,,,,111.1254540716126,projected_lima_scenario,knn_inverse_distance_rate,0.5029408617242862,mode_fallback,12,0.11757103386042778,False
LIM-0209,LIM-0208,0,L7,945.1771445978188,True,False,in_line,At Grade,"LINESTRING (-77.12679 -11.96409, -77.12506 -11.97242)",,,,,111.1254540716126,projected_lima_scenario,knn_inverse_distance_rate,0.5029408617242862,mode_fallback,12,0.11757103386042778,False
LIM-0209,LIM-0210,0,L7,575.8197707579219,True,False,in_line,At Grade,"LINESTRING (-77.12679 -11.96409, -77.12841 -11.95916)",,,,,103.70900667162061,projected_lima_scenario,knn_inverse_distance_rate,0.5188513549316613,mode_fallback,12,0.1801067138335903,False
LIM-0210,LIM-0209,0,L7,575.8197707579219,True,False,in_line,At Grade,"LINESTRING (-77.12841 -11.95916, -77.12679 -11.96409)",,,,,103.70900667162061,projected_lima_scenario,knn_inverse_distance_rate,0.5188513549316613,mode_fallback,12,0.1801067138335903,False
LIM-0210,LIM-0211,0,L7,876.7765367437031,True,False,in_line,At Grade,"LINESTRING (-77.12841 -11.95916, -77.13096 -11.95168)",,,,,120.53553386781395,projected_lima_scenario,knn_inverse_distance_rate,0.5049845842647859,mode_fallback,12,0.13747577497394706,False
LIM-0211,LIM-0210,0,L7,876.7765367437031,True,False,in_line,At Grade,"LINESTRING (-77.13096 -11.95168, -77.12841 -11.95916)",,,,,120.53553386781395,projected_lima_scenario,knn_inverse_distance_rate,0.5049845842647859,mode_fallback,12,0.13747577497394706,False
LIM-0211,LIM-0212,0,L7,848.9128266631872,True,False,in_line,At Grade,"LINESTRING (-77.13096 -11.95168, -77.13144 -11.94406)",,,,,113.22240258669406,projected_lima_scenario,knn_inverse_distance_rate,0.5004233197231591,mode_fallback,12,0.13337341483192824,False
LIM-0212,LIM-0211,0,L7,848.9128266631872,True,False,in_line,At Grade,"LINESTRING (-77.13144 -11.94406, -77.13096 -11.95168)",,,,,113.22240258669406,projected_lima_scenario,knn_inverse_distance_rate,0.5004233197231591,mode_fallback,12,0.13337341483192824,False
LIM-0212,LIM-0213,0,L7,885.8913535443867,True,False,in_line,At Grade,"LINESTRING (-77.13144 -11.94406, -77.13077 -11.93612)",,,,,111.19192101602545,projected_lima_scenario,knn_inverse_distance_rate,0.5034392552438894,mode_fallback,12,0.1255141734606108,False
LIM-0213,LIM-0212,0,L7,885.8913535443867,True,False,in_line,At Grade,"LINESTRING (-77.13077 -11.93612, -77.13144 -11.94406)",,,,,111.19192101602545,projected_lima_scenario,knn_inverse_distance_rate,0.5034392552438894,mode_fallback,12,0.1255141734606108,False
LIM-0213,LIM-0214,0,L7,1450.9855834129478,True,False,in_line,At Grade,"LINESTRING (-77.13077 -11.93612, -77.1294 -11.92314)",,,,,136.68193226628145,projected_lima_scenario,knn_inverse_distance_rate,0.5215436190868503,mode_fallback,12,0.09419937305288996,False
LIM-0214,LIM-0213,0,L7,1450.9855834129478,True,False,in_line,At Grade,"LINESTRING (-77.1294 -11.92314, -77.13077 -11.93612)",,,,,136.68193226628145,projected_lima_scenario,knn_inverse_distance_rate,0.5215436190868503,mode_fallback,12,0.09419937305288996,False
LIM-0214,LIM-0215,0,L7,1585.3522795319516,True,False,in_line,At Grade,"LINESTRING (-77.1294 -11.92314, -77.12868 -11.9089)",,,,,147.30216576174647,projected_lima_scenario,knn_inverse_distance_rate,0.5028334471980707,mode_fallback,12,0.09291446933500164,False
LIM-0215,LIM-0214,0,L7,1585.3522795319516,True,False,in_line,At Grade,"LINESTRING (-77.12868 -11.9089, -77.1294 -11.92314)",,,,,147.30216576174647,projected_lima_scenario,knn_inverse_distance_rate,0.5028334471980707,mode_fallback,12,0.09291446933500164,False
LIM-0215,LIM-0216,0,L7,1530.8119051705714,True,False,in_line,At Grade,"LINESTRING (-77.12868 -11.9089, -77.12663 -11.89528)",,,,,120.48742380772175,projected_lima_scenario,knn_inverse_distance_rate,0.5160900139112667,mode_fallback,12,0.07870818315480528,False
LIM-0216,LIM-0215,0,L7,1530.8119051705714,True,False,in_line,At Grade,"LINESTRING (-77.12663 -11.89528, -77.12868 -11.9089)",,,,,120.48742380772175,projected_lima_scenario,knn_inverse_distance_rate,0.5160900139112667,mode_fallback,12,0.07870818315480528,False
LIM-0216,LIM-0217,0,L7,952.234827308586,True,False,in_line,At Grade,"LINESTRING (-77.12663 -11.89528, -77.12598 -11.88674)",,,,,114.00386772951563,projected_lima_scenario,knn_inverse_distance_rate,0.5026954045207895,mode_fallback,12,0.1197224302872205,False
LIM-0217,LIM-0216,0,L7,952.234827308586,True,False,in_line,At Grade,"LINESTRING (-77.12598 -11.88674, -77.12663 -11.89528)",,,,,114.00386772951563,projected_lima_scenario,knn_inverse_distance_rate,0.5026954045207895,mode_fallback,12,0.1197224302872205,False
LIM-0217,LIM-0218,0,L7,1009.7063420567442,True,False,in_line,At Grade,"LINESTRING (-77.12598 -11.88674, -77.12674 -11.87769)",,,,,121.29796485441734,projected_lima_scenario,knn_inverse_distance_rate,0.5141021112722863,mode_fallback,12,0.12013192331478943,False
LIM-0218,LIM-0217,0,L7,1009.7063420567442,True,False,in_line,At Grade,"LINESTRING (-77.12674 -11.87769, -77.12598 -11.88674)",,,,,121.29796485441734,projected_lima_scenario,knn_inverse_distance_rate,0.5141021112722863,mode_fallback,12,0.12013192331478943,False
LIM-0218,LIM-0219,0,L7,1246.6354353797897,True,False,in_line,At Grade,"LINESTRING (-77.12674 -11.87769, -77.12835 -11.86659)",,,,,127.4731404971608,projected_lima_scenario,knn_inverse_distance_rate,0.5079227736837145,mode_fallback,12,0.1022537438608312,False
LIM-0219,LIM-0218,0,L7,1246.6354353797897,True,False,in_line,At Grade,"LINESTRING (-77.12835 -11.86659, -77.12674 -11.87769)",,,,,127.4731404971608,projected_lima_scenario,knn_inverse_distance_rate,0.5079227736837145,mode_fallback,12,0.1022537438608312,False
LIM-0219,LIM-0220,0,L7,1228.5523986817575,True,False,in_line,At Grade,"LINESTRING (-77.12835 -11.86659, -77.13 -11.85566)",,,,,132.00647768224528,projected_lima_scenario,knn_inverse_distance_rate,0.5058853454624597,mode_fallback,12,0.1074487973194215,False
LIM-0220,LIM-0219,0,L7,1228.5523986817575,True,False,in_line,At Grade,"LINESTRING (-77.13 -11.85566, -77.12835 -11.86659)",,,,,132.00647768224528,projected_lima_scenario,knn_inverse_distance_rate,0.5058853454624597,mode_fallback,12,0.1074487973194215,False
LIM-0220,LIM-0221,0,L7,1436.793804858272,True,False,in_line,At Grade,"LINESTRING (-77.13 -11.85566, -77.11964 -11.84765)",,,,,137.77773197339164,projected_lima_scenario,knn_inverse_distance_rate,0.5126173272183221,mode_fallback,12,0.09589248750065586,False
LIM-0221,LIM-0220,0,L7,1436.793804858272,True,False,in_line,At Grade,"LINESTRING (-77.11964 -11.84765, -77.13 -11.85566)",,,,,137.77773197339164,projected_lima_scenario,knn_inverse_distance_rate,0.5126173272183221,mode_fallback,12,0.09589248750065586,False
LIM-0221,LIM-0222,0,L7,1459.609434461714,True,False,in_line,At Grade,"LINESTRING (-77.11964 -11.84765, -77.111 -11.83761)",,,,,138.57712607415888,projected_lima_scenario,knn_inverse_distance_rate,0.5260284368737033,mode_fallback,12,0.09494123756829813,False
LIM-0222,LIM-0221,0,L7,1459.609434461714,True,False,in_line,At Grade,"LINESTRING (-77.111 -11.83761, -77.11964 -11.84765)",,,,,138.57712607415888,projected_lima_scenario,knn_inverse_distance_rate,0.5260284368737033,mode_fallback,12,0.09494123756829813,False
LIM-0222,LIM-0223,0,L7,1292.4513319798723,True,False,in_line,At Grade,"LINESTRING (-77.111 -11.83761, -77.1191 -11.82911)",,,,,151.97791799556697,projected_lima_scenario,knn_inverse_distance_rate,0.5087861792812977,mode_fallback,12,0.11758889037837578,False
LIM-0223,LIM-0222,0,L7,1292.4513319798723,True,False,in_line,At Grade,"LINESTRING (-77.1191 -11.82911, -77.111 -11.83761)",,,,,151.97791799556697,projected_lima_scenario,knn_inverse_distance_rate,0.5087861792812977,mode_fallback,12,0.11758889037837578,False
LIM-0223,LIM-0224,0,L7,1911.9741505247928,True,False,in_line,At Grade,"LINESTRING (-77.1191 -11.82911, -77.12859 -11.81464)",,,,,173.83318839099138,projected_lima_scenario,knn_inverse_distance_rate,0.5128409142587284,mode_fallback,12,0.0909181687123114,False
LIM-0224,LIM-0223,0,L7,1911.9741505247928,True,False,in_line,At Grade,"LINESTRING (-77.12859 -11.81464, -77.1191 -11.82911)",,,,,173.83318839099138,projected_lima_scenario,knn_inverse_distance_rate,0.5128409142587284,mode_fallback,12,0.0909181687123114,False
LIM-0224,LIM-0225,0,L7,2140.100068912464,True,False,in_line,At Grade,"LINESTRING (-77.12859 -11.81464, -77.14012 -11.79905)",,,,,287.44676304493305,projected_lima_scenario,knn_inverse_distance_rate,0.5134840949842129,mode_fallback,12,0.13431463660061702,False
LIM-0225,LIM-0224,0,L7,2140.100068912464,True,False,in_line,At Grade,"LINESTRING (-77.14012 -11.79905, -77.12859 -11.81464)",,,,,287.44676304493305,projected_lima_scenario,knn_inverse_distance_rate,0.5134840949842129,mode_fallback,12,0.13431463660061702,False
LIM-0225,LIM-0226,0,L7,2181.099562325807,True,False,in_line,At Grade,"LINESTRING (-77.14012 -11.79905, -77.15435 -11.78524)",,,,,198.75934419248526,projected_lima_scenario,knn_inverse_distance_rate,0.5202936790184447,mode_fallback,12,0.09112804735082292,False
LIM-0226,LIM-0225,0,L7,2181.099562325807,True,False,in_line,At Grade,"LINESTRING (-77.15435 -11.78524, -77.14012 -11.79905)",,,,,198.75934419248526,projected_lima_scenario,knn_inverse_distance_rate,0.5202936790184447,mode_fallback,12,0.09112804735082292,False
LIM-0226,LIM-0227,0,L7,1446.9057305992635,True,False,in_line,At Grade,"LINESTRING (-77.15435 -11.78524, -77.16374 -11.77603)",,,,,136.24262018741382,projected_lima_scenario,knn_inverse_distance_rate,0.5191742129474258,mode_fallback,12,0.09416136608359851,False
LIM-0227,LIM-0226,0,L7,1446.9057305992635,True,False,in_line,At Grade,"LINESTRING (-77.16374 -11.77603, -77.15435 -11.78524)",,,,,136.24262018741382,projected_lima_scenario,knn_inverse_distance_rate,0.5191742129474258,mode_fallback,12,0.09416136608359851,False
LIM-0228,LIM-0229,0,L8,690.2712541232959,True,False,in_line,At Grade,"LINESTRING (-77.03526 -12.05866, -77.03038 -12.05469)",,,,,94.65718058909916,projected_lima_scenario,knn_inverse_distance_rate,0.5049465700357473,mode_fallback,12,0.13713041072429122,False
LIM-0228,LIM-0025,0,TRANSFER,125.3164504091732,False,True,transfer,Transfer,"LINESTRING (-77.03526 -12.05866, -77.03588 -12.05771)",L8,BRT,125.3164504091732,proximity,149.43037534097766,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.1924242575740824,False
LIM-0228,LIM-0085,0,TRANSFER,204.53291023484064,False,True,transfer,Transfer,"LINESTRING (-77.03526 -12.05866, -77.03507 -12.06049)",L8,L2,204.53291023484064,proximity,215.4440918623672,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.0533468262637957,False
LIM-0229,LIM-0228,0,L8,690.2712541232959,True,False,in_line,At Grade,"LINESTRING (-77.03038 -12.05469, -77.03526 -12.05866)",,,,,94.65718058909916,projected_lima_scenario,knn_inverse_distance_rate,0.5049465700357473,mode_fallback,12,0.13713041072429122,False
LIM-0229,LIM-0230,0,L8,835.6095494285277,True,False,in_line,At Grade,"LINESTRING (-77.03038 -12.05469, -77.0269 -12.04799)",,,,,87.07083149147333,projected_lima_scenario,knn_inverse_distance_rate,0.5021480492532369,mode_fallback,12,0.10420037869483537,False
LIM-0230,LIM-0229,0,L8,835.6095494285277,True,False,in_line,At Grade,"LINESTRING (-77.0269 -12.04799, -77.03038 -12.05469)",,,,,87.07083149147333,projected_lima_scenario,knn_inverse_distance_rate,0.5021480492532369,mode_fallback,12,0.10420037869483537,False
LIM-0230,LIM-0231,0,L8,1038.7301154464303,True,False,in_line,At Grade,"LINESTRING (-77.0269 -12.04799, -77.0311 -12.0396)",,,,,108.51455588620843,projected_lima_scenario,knn_inverse_distance_rate,0.5020386800528712,mode_fallback,12,0.10446847961038516,False
LIM-0231,LIM-0230,0,L8,1038.7301154464303,True,False,in_line,At Grade,"LINESTRING (-77.0311 -12.0396, -77.0269 -12.04799)",,,,,108.51455588620843,projected_lima_scenario,knn_inverse_distance_rate,0.5020386800528712,mode_fallback,12,0.10446847961038516,False
LIM-0231,LIM-0232,0,L8,932.9208989201232,True,False,in_line,At Grade,"LINESTRING (-77.0311 -12.0396, -77.02794 -12.0318)",,,,,112.33245502786586,projected_lima_scenario,knn_inverse_distance_rate,0.5051735343829361,mode_fallback,12,0.12040941001310314,False
LIM-0232,LIM-0231,0,L8,932.9208989201232,True,False,in_line,At Grade,"LINESTRING (-77.02794 -12.0318, -77.0311 -12.0396)",,,,,112.33245502786586,projected_lima_scenario,knn_inverse_distance_rate,0.5051735343829361,mode_fallback,12,0.12040941001310314,False
LIM-0232,LIM-0233,0,L8,1056.0295741273476,True,False,in_line,At Grade,"LINESTRING (-77.02794 -12.0318, -77.0187 -12.02888)",,,,,120.04641916116553,projected_lima_scenario,knn_inverse_distance_rate,0.5084408935372778,mode_fallback,12,0.11367713755589294,False
LIM-0232,LIM-0239,0,TRANSFER,66.5033145141084,False,True,transfer,Transfer,"LINESTRING (-77.02794 -12.0318, -77.02845 -12.03147)",L8,L9,66.5033145141084,matching_name_and_proximity,100.41942876175699,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.5099913364536655,False
LIM-0233,LIM-0232,0,L8,1056.0295741273476,True,False,in_line,At Grade,"LINESTRING (-77.0187 -12.02888, -77.02794 -12.0318)",,,,,120.04641916116553,projected_lima_scenario,knn_inverse_distance_rate,0.5084408935372778,mode_fallback,12,0.11367713755589294,False
