GTFS Stop ID,Station ID,Complex ID,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,geometry,_x,_y,is_cbd,geometry_wkt
132,322,601,IRT,Broadway - 7Av,14 St,M,True,1 2 3,Subway,40.737826,-74.000201,Uptown,Downtown,1,1,1,,POINT (-74.000201 40.737826),POINT (-74.000201 40.737826),-8237664.693919894,4973747.630758405,True,POINT (-74.000201 40.737826)
H08,206,206,IND,Rockaway,Beach 44 St,Q,False,A,Viaduct,40.592943,-73.776013,Manhattan,Far Rockaway,0,0,0,,POINT (-73.776013 40.592943),POINT (-73.776013 40.592943),-8212708.199917931,4952484.989306235,False,POINT (-73.776013 40.592943)
218,431,431,IRT,Lenox - White Plains Rd,Intervale Av,Bx,False,2 5,Elevated,40.822181,-73.896736,Northbound,Manhattan,0,0,0,,POINT (-73.896736 40.822181),POINT (-73.896736 40.822181),-8226147.022804968,4986148.676495216,False,POINT (-73.896736 40.822181)
201,416,416,IRT,Lenox - White Plains Rd,Wakefield-241 St,Bx,False,2,Elevated,40.903125,-73.85062,Last Stop,Manhattan,0,0,0,,POINT (-73.85062 40.903125),POINT (-73.85062 40.903125),-8221013.413167546,4998063.107257198,False,POINT (-73.85062 40.903125)
F15,233,625,IND,6th Av - Culver,Delancey St-Essex St,M,True,F,Subway,40.718611,-73.988114,Uptown,Brooklyn,0,0,0,,POINT (-73.988114 40.718611),POINT (-73.988114 40.718611),-8236319.175234675,4970925.029656476,True,POINT (-73.988114 40.718611)
J13,81,81,BMT,Jamaica,111 St,Q,False,J,Elevated,40.697418,-73.836345,Jamaica,Manhattan,0,0,0,,POINT (-73.836345 40.697418),POINT (-73.836345 40.697418),-8219424.327436471,4967812.813531437,False,POINT (-73.836345 40.697418)
F01,254,254,IND,Queens Blvd,Jamaica-179 St,Q,False,F,Subway,40.712646,-73.783817,Last Stop,Manhattan,1,1,1,,POINT (-73.783817 40.712646),POINT (-73.783817 40.712646),-8213576.937224081,4970048.962468616,False,POINT (-73.783817 40.712646)
614,372,372,IRT,Pelham,Longwood Av,Bx,False,6,Subway,40.816104,-73.896435,Northbound,Manhattan,0,0,0,,POINT (-73.896435 40.816104),POINT (-73.896435 40.816104),-8226113.515638239,4985254.768766362,False,POINT (-73.896435 40.816104)
118,308,308,IRT,Broadway - 7Av,Cathedral Pkwy (110 St),M,False,1,Subway,40.803967,-73.966847,Uptown,Downtown,0,0,0,,POINT (-73.966847 40.803967),POINT (-73.966847 40.803967),-8233951.743623976,4983469.699002928,False,POINT (-73.966847 40.803967)
R14,9,9,BMT,Broadway - Brighton,57 St-7 Av,M,True,N Q R W,Subway,40.764664,-73.980658,Uptown,Downtown,1,1,1,,POINT (-73.980658 40.764664),POINT (-73.980658 40.764664),-8235489.177111322,4977691.382862092,True,POINT (-73.980658 40.764664)
607,365,365,IRT,Pelham,Castle Hill Av,Bx,False,6,Elevated,40.834255,-73.851222,Pelham Bay,Manhattan,0,0,0,,POINT (-73.851222 40.834255),POINT (-73.851222 40.834255),-8221080.427501003,4987924.967258388,False,POINT (-73.851222 40.834255)
B21,68,68,BMT,West End,Bay Pkwy,Bk,False,D,Elevated,40.601875,-73.993728,Manhattan,Southbound,1,1,1,,POINT (-73.993728 40.601875),POINT (-73.993728 40.601875),-8236944.12285599,4953794.49112511,False,POINT (-73.993728 40.601875)
623,394,394,IRT,Lexington Av,110 St,M,False,6,Subway,40.79502,-73.94425,The Bronx,Downtown,0,0,0,,POINT (-73.94425 40.79502),POINT (-73.94425 40.79502),-8231436.257090518,4982154.012883905,False,POINT (-73.94425 40.79502)
230,333,333,IRT,Clark St,Wall St,M,True,2 3,Subway,40.706821,-74.0091,Uptown,Brooklyn,0,0,0,,POINT (-74.0091 40.706821),POINT (-74.0091 40.706821),-8238655.326068464,4969193.532530824,True,POINT (-74.0091 40.706821)
H13,201,201,IND,Rockaway,Beach 98 St,Q,False,A S,Viaduct,40.585307,-73.820558,Inbound,Rockaway Park,0,0,0,,POINT (-73.820558 40.585307),POINT (-73.820558 40.585307),-8217666.926635318,4951365.630024264,False,POINT (-73.820558 40.585307)
R15,10,10,BMT,Broadway - Brighton,49 St,M,True,N R W,Subway,40.759901,-73.984139,Uptown,Downtown,2,1,0,Uptown only,POINT (-73.984139 40.759901),POINT (-73.984139 40.759901),-8235876.680258771,4976991.360139514,True,POINT (-73.984139 40.759901)
D12,220,220,IND,Concourse,155 St,M,False,B D,Subway,40.830135,-73.938209,The Bronx,Downtown,0,0,0,,POINT (-73.938209 40.830135),POINT (-73.938209 40.830135),-8230763.7760466365,4987318.808829588,False,POINT (-73.938209 40.830135)
S16,516,516,SIR,Staten Island,Huguenot,SI,False,SIR,Open Cut,40.533674,-74.191794,Ferry,South Shore,0,0,0,,POINT (-74.191794 40.533674),POINT (-74.191794 40.533674),-8258992.729119449,4943800.1127519,False,POINT (-74.191794 40.533674)
255,350,350,IRT,Eastern Pky,Pennsylvania Av,Bk,False,3,Elevated,40.664635,-73.894895,Manhattan,New Lots,0,0,0,,POINT (-73.894895 40.664635),POINT (-73.894895 40.664635),-8225942.083622417,4963000.542351493,False,POINT (-73.894895 40.664635)
714,458,458,IRT,Flushing,46 St-Bliss St,Q,False,7,Elevated,40.743132,-73.918435,Outbound,Manhattan,0,0,0,,POINT (-73.918435 40.743132),POINT (-73.918435 40.743132),-8228562.544435691,4974527.2030434,False,POINT (-73.918435 40.743132)
213,426,426,IRT,Lenox - White Plains Rd,E 180 St,Bx,False,2 5,Elevated,40.841894,-73.873488,Northbound,Manhattan,1,1,1,,POINT (-73.873488 40.841894),POINT (-73.873488 40.841894),-8223559.067283005,4989048.961170584,False,POINT (-73.873488 40.841894)
409,384,384,IRT,Jerome Av,Burnside Av,Bx,False,4,Elevated,40.853453,-73.907684,Northbound,Manhattan,0,0,0,,POINT (-73.907684 40.853453),POINT (-73.907684 40.853453),-8227365.748590173,4990749.985842918,False,POINT (-73.907684 40.853453)
Q04,476,476,IND,Second Av,86 St,M,False,Q,Subway,40.777891,-73.951787,Uptown,Downtown,1,1,1,,POINT (-73.951787 40.777891),POINT (-73.951787 40.777891),-8232275.272092627,4979635.631013517,False,POINT (-73.951787 40.777891)
F12,276,276,IND,Queens Blvd,5 Av/53 St,M,True,E F,Subway,40.760167,-73.975224,Queens,Downtown,0,0,0,,POINT (-73.975224 40.760167),POINT (-73.975224 40.760167),-8234884.26699835,4977030.453094632,True,POINT (-73.975224 40.760167)
G30,286,286,IND,Crosstown,Broadway,Bk,False,G,Subway,40.706092,-73.950308,Queens,Southbound,0,0,0,,POINT (-73.950308 40.706092),POINT (-73.950308 40.706092),-8232110.630565745,4969086.480558706,False,POINT (-73.950308 40.706092)
A24,161,614,IND,8th Av - Fulton St,59 St-Columbus Circle,M,True,A C B D,Subway,40.768296,-73.981736,Uptown,Downtown,1,1,1,,POINT (-73.981736 40.768296),POINT (-73.981736 40.768296),-8235609.179522395,4978225.215133444,True,POINT (-73.981736 40.768296)
R25,21,624,BMT,Broadway,Cortlandt St,M,True,R W,Subway,40.710668,-74.011029,Uptown,Downtown,1,1,1,,POINT (-74.011029 40.710668),POINT (-74.011029 40.710668),-8238870.061366203,4969758.475036201,True,POINT (-74.011029 40.710668)
208,421,421,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,False,2 5,Elevated,40.87785,-73.866256,Northbound,Manhattan,1,1,1,,POINT (-73.866256 40.87785),POINT (-73.866256 40.87785),-8222754.0047255885,4994341.227605992,False,POINT (-73.866256 40.87785)
128,318,318,IRT,Broadway - 7Av,34 St-Penn Station,M,True,1 2 3,Subway,40.750373,-73.991057,Uptown,Downtown,1,1,1,,POINT (-73.991057 40.750373),POINT (-73.991057 40.750373),-8236646.78849608,4975591.171266894,True,POINT (-73.991057 40.750373)
D38,53,53,BMT,Broadway - Brighton,Neck Rd,Bk,False,Q,Open Cut,40.595246,-73.955161,Manhattan,Southbound,0,0,0,,POINT (-73.955161 40.595246),POINT (-73.955161 40.595246),-8232650.864054565,4952822.610575585,False,POINT (-73.955161 40.595246)
A61,192,192,IND,Liberty Av,Rockaway Blvd,Q,False,A,Elevated,40.680429,-73.843853,Manhattan,Outbound,0,0,0,,POINT (-73.843853 40.680429),POINT (-73.843853 40.680429),-8220260.114173346,4965318.674473571,False,POINT (-73.843853 40.680429)
R42,36,36,BMT,4th Av,Bay Ridge Av,Bk,False,R,Subway,40.634967,-74.023377,Manhattan,Bay Ridge,0,0,0,,POINT (-74.023377 40.634967),POINT (-74.023377 40.634967),-8240244.6344385175,4958647.565740687,False,POINT (-74.023377 40.634967)
D43,58,58,BMT,Sea Beach / West End / Culver / Brighton,Coney Island-Stillwell Av,Bk,False,D F N Q,Viaduct,40.577422,-73.981233,Manhattan,Last Stop,1,1,1,,POINT (-73.981233 40.577422),POINT (-73.981233 40.577422),-8235553.185818528,4950209.904003835,False,POINT (-73.981233 40.577422)
628,399,399,IRT,Lexington Av,68 St-Hunter College,M,False,6,Subway,40.768141,-73.96387,Uptown,Downtown,1,1,1,,POINT (-73.96387 40.768141),POINT (-73.96387 40.768141),-8233620.345499883,4978202.432598559,False,POINT (-73.96387 40.768141)
G16,269,269,IND,Queens Blvd,Northern Blvd,Q,False,M R,Subway,40.752885,-73.906006,Outbound,Manhattan,1,1,1,,POINT (-73.906006 40.752885),POINT (-73.906006 40.752885),-8227178.954484622,4975960.303179642,False,POINT (-73.906006 40.752885)
L29,138,138,BMT,Canarsie,Canarsie-Rockaway Pkwy,Bk,False,L,At Grade,40.646654,-73.90185,Manhattan,Last Stop,1,1,1,,POINT (-73.90185 40.646654),POINT (-73.90185 40.646654),-8226716.310680884,4960362.085895518,False,POINT (-73.90185 40.646654)
A31,166,618,IND,8th Av - Fulton St,14 St,M,True,A C E,Subway,40.740893,-74.00169,Uptown,Downtown,1,1,1,,POINT (-74.00169 40.740893),POINT (-74.00169 40.740893),-8237830.448641684,4974198.235348999,True,POINT (-74.00169 40.740893)
G22,281,606,IND,Crosstown,Court Sq,Q,False,G,Subway,40.746554,-73.943832,Last Stop,Brooklyn,1,1,1,,POINT (-73.943832 40.746554),POINT (-73.943832 40.746554),-8231389.725543369,4975030.0057943305,False,POINT (-73.943832 40.746554)
237,340,340,IRT,Eastern Pky,Grand Army Plaza,Bk,False,2 3,Subway,40.675235,-73.971046,Manhattan,Outbound,0,0,0,,POINT (-73.971046 40.675235),POINT (-73.971046 40.675235),-8234419.174165816,4964556.275122839,False,POINT (-73.971046 40.675235)
J31,96,96,BMT,Jamaica,Kosciuszko St,Bk,False,J,Elevated,40.693342,-73.928814,Outbound,Manhattan,0,0,0,,POINT (-73.928814 40.693342),POINT (-73.928814 40.693342),-8229717.929430634,4967214.361836175,False,POINT (-73.928814 40.693342)
D19,229,601,IND,6th Av - Culver,14 St,M,True,F M,Subway,40.738228,-73.996209,Uptown,Downtown,1,1,1,,POINT (-73.996209 40.738228),POINT (-73.996209 40.738228),-8237220.306512646,4973806.691539921,True,POINT (-73.996209 40.738228)
M09,113,113,BMT,Myrtle Av,Knickerbocker Av,Bk,False,M,Elevated,40.698664,-73.919711,Inbound,Middle Village,0,0,0,,POINT (-73.919711 40.698664),POINT (-73.919711 40.698664),-8228704.588105944,4967995.762647417,False,POINT (-73.919711 40.698664)
618,376,376,IRT,Pelham,Brook Av,Bx,False,6,Subway,40.807566,-73.91924,Northbound,Manhattan,0,0,0,,POINT (-73.91924 40.807566),POINT (-73.91924 40.807566),-8228652.15662578,4983998.993949653,False,POINT (-73.91924 40.807566)
H02,197,197,IND,Rockaway,Aqueduct-N Conduit Av,Q,False,A,At Grade,40.668234,-73.834058,Manhattan,Rockaways,0,0,0,,POINT (-73.834058 40.668234),POINT (-73.834058 40.668234),-8219169.739761027,4963528.729929954,False,POINT (-73.834058 40.668234)
S21,511,511,SIR,Staten Island,Oakwood Heights,SI,False,SIR,Open Cut,40.56511,-74.12632,Ferry,South Shore,0,0,0,,POINT (-74.12632 40.56511),POINT (-74.12632 40.56511),-8251704.196779252,4948405.572843961,False,POINT (-74.12632 40.56511)
123,313,313,IRT,Broadway - 7Av,72 St,M,False,1 2 3,Subway,40.778453,-73.98197,Uptown,Downtown,1,1,1,,POINT (-73.98197 40.778453),POINT (-73.98197 40.778453),-8235635.228283242,4979718.248451523,False,POINT (-73.98197 40.778453)
B17,64,64,BMT,West End,71 St,Bk,False,D,Elevated,40.619589,-73.998864,Manhattan,Southbound,0,0,0,,POINT (-73.998864 40.619589),POINT (-73.998864 40.619589),-8237515.8597607035,4956392.021313073,False,POINT (-73.998864 40.619589)
250,345,345,IRT,Eastern Pky,Crown Hts-Utica Av,Bk,False,3 4,Subway,40.668897,-73.932942,Manhattan,Outbound,1,1,1,,POINT (-73.932942 40.668897),POINT (-73.932942 40.668897),-8230177.456288628,4963626.034613087,False,POINT (-73.932942 40.668897)
709,453,453,IRT,Flushing,82 St-Jackson Hts,Q,False,7,Elevated,40.747659,-73.883697,Outbound,Manhattan,0,0,0,,POINT (-73.883697 40.747659),POINT (-73.883697 40.747659),-8224695.527964514,4975192.371647583,False,POINT (-73.883697 40.747659)
J23,90,90,BMT,Jamaica,Van Siclen Av,Bk,False,J Z,Elevated,40.678024,-73.891688,Outbound,Manhattan,0,0,0,,POINT (-73.891688 40.678024),POINT (-73.891688 40.678024),-8225585.082015444,4964965.650062037,False,POINT (-73.891688 40.678024)
L11,122,122,BMT,Canarsie,Graham Av,Bk,False,L,Subway,40.714565,-73.944053,Manhattan,Outbound,0,0,0,,POINT (-73.944053 40.714565),POINT (-73.944053 40.714565),-8231414.327150833,4970330.793457645,False,POINT (-73.944053 40.714565)
J17,85,85,BMT,Jamaica,75 St-Elderts Ln,Q,False,J Z,Elevated,40.691324,-73.867139,Jamaica,Manhattan,0,0,0,,POINT (-73.867139 40.691324),POINT (-73.867139 40.691324),-8222852.2998359585,4966918.086003962,False,POINT (-73.867139 40.691324)
702,448,448,IRT,Flushing,Mets-Willets Point,Q,False,7,Elevated,40.754622,-73.845625,Outbound,Manhattan,0,0,0,,POINT (-73.845625 40.754622),POINT (-73.845625 40.754622),-8220457.372311032,4976215.558999811,False,POINT (-73.845625 40.754622)
638,409,409,IRT,Lexington Av,Spring St,M,True,6,Subway,40.722301,-73.997141,Uptown,Downtown,0,0,0,,POINT (-73.997141 40.722301),POINT (-73.997141 40.722301),-8237324.056278066,4971467.011610563,True,POINT (-73.997141 40.722301)
B10,224,224,IND,6th Av - Culver,57 St,M,True,M,Subway,40.763972,-73.97745,Uptown,Downtown,0,0,0,,POINT (-73.97745 40.763972),POINT (-73.97745 40.763972),-8235132.064184857,4977589.675837218,True,POINT (-73.97745 40.763972)
