GTFS Stop ID,Station ID,Complex ID,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,geometry,_x,_y,is_cbd,geometry_wkt
M13,99,99,BMT,Jamaica,Lorimer St,Bk,False,M J,Elevated,40.703869,-73.947408,Outbound,Manhattan,0,0,0,,POINT (-73.947408 40.703869),POINT (-73.947408 40.703869),-8231787.804042444,4968760.045359866,False,POINT (-73.947408 40.703869)
S23,509,509,SIR,Staten Island,Grant City,SI,False,SIR,Open Cut,40.578965,-74.109704,Ferry,South Shore,0,0,0,,POINT (-74.109704 40.578965),POINT (-74.109704 40.578965),-8249854.512120229,4950436.05501422,False,POINT (-74.109704 40.578965)
G06,279,279,IND,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,False,E J Z,Subway,40.700486,-73.807969,Jamaica,Manhattan,1,1,1,,POINT (-73.807969 40.700486),POINT (-73.807969 40.700486),-8216265.525565721,4968263.291512053,False,POINT (-73.807969 40.700486)
716,460,460,IRT,Flushing,33 St-Rawson St,Q,False,7,Elevated,40.744587,-73.930997,Outbound,Manhattan,0,0,0,,POINT (-73.930997 40.744587),POINT (-73.930997 40.744587),-8229960.9398790365,4974740.986557181,False,POINT (-73.930997 40.744587)
A17,155,155,IND,8th Av - Fulton St,Cathedral Pkwy (110 St),M,False,C B,Subway,40.800603,-73.958161,Uptown,Downtown,0,0,0,,POINT (-73.958161 40.800603),POINT (-73.958161 40.800603),-8232984.822526946,4982974.990806059,False,POINT (-73.958161 40.800603)
F06,259,259,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,False,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1,1,1,,POINT (-73.831008 40.714441),POINT (-73.831008 40.714441),-8218830.215314108,4970312.582142517,False,POINT (-73.831008 40.714441)
130,320,320,IRT,Broadway - 7Av,23 St,M,True,1,Subway,40.744081,-73.995657,Uptown,Downtown,0,0,0,,POINT (-73.995657 40.744081),POINT (-73.995657 40.744081),-8237158.858153728,4974666.639320255,True,POINT (-73.995657 40.744081)
A42,175,175,IND,8th Av - Fulton St,Hoyt-Schermerhorn Sts,Bk,False,A C G,Subway,40.688484,-73.985001,Westbound,Queens,0,0,0,,POINT (-73.985001 40.688484),POINT (-73.985001 40.688484),-8235972.637659836,4966501.142152836,False,POINT (-73.985001 40.688484)
R20,15,602,BMT,Broadway - Brighton,14 St-Union Sq,M,True,N Q R W,Subway,40.735736,-73.990568,Uptown,Downtown,1,1,1,,POINT (-73.990568 40.735736),POINT (-73.990568 40.735736),-8236592.3532650815,4973440.579212532,True,POINT (-73.990568 40.735736)
224,438,438,IRT,Lenox - White Plains Rd,135 St,M,False,2 3,Subway,40.814229,-73.94077,Uptown,Downtown,1,1,1,,POINT (-73.94077 40.814229),POINT (-73.94077 40.814229),-8231048.865262558,4984978.978650217,False,POINT (-73.94077 40.814229)
N06,75,75,BMT,Sea Beach,20 Av,Bk,False,N,Open Cut,40.61741,-73.985026,Manhattan,Coney Island,0,0,0,,POINT (-73.985026 40.61741),POINT (-73.985026 40.61741),-8235975.420647106,4956072.461853026,False,POINT (-73.985026 40.61741)
A05,145,145,IND,8th Av - Fulton St,190 St,M,False,A,Subway,40.859022,-73.93418,Uptown,Downtown,0,0,0,,POINT (-73.93418 40.859022),POINT (-73.93418 40.859022),-8230315.2698182305,4991569.626892243,False,POINT (-73.93418 40.859022)
G35,291,291,IND,Crosstown,Clinton-Washington Avs,Bk,False,G,Subway,40.688089,-73.966839,Queens,Southbound,0,0,0,,POINT (-73.966839 40.688089),POINT (-73.966839 40.688089),-8233950.853068048,4966443.153130429,False,POINT (-73.966839 40.688089)
616,374,374,IRT,Pelham,E 143 St-St Mary's St,Bx,False,6,Subway,40.808719,-73.907657,Northbound,Manhattan,0,0,0,,POINT (-73.907657 40.808719),POINT (-73.907657 40.808719),-8227362.742963921,4984168.568532601,False,POINT (-73.907657 40.808719)
J29,94,94,BMT,Jamaica,Halsey St,Bk,False,J,Elevated,40.68637,-73.916559,Outbound,Manhattan,0,0,0,,POINT (-73.916559 40.68637),POINT (-73.916559 40.68637),-8228353.709070963,4966190.7947798995,False,POINT (-73.916559 40.68637)
D22,231,231,IND,6th Av - Culver,Grand St,M,True,B D,Subway,40.718267,-73.993753,Uptown,Brooklyn,0,0,0,,POINT (-73.993753 40.718267),POINT (-73.993753 40.718267),-8236946.905843258,4970874.504956488,True,POINT (-73.993753 40.718267)
N10,79,79,BMT,Sea Beach,86 St,Bk,False,N,Open Cut,40.592721,-73.97823,Manhattan,Coney Island,0,0,0,,POINT (-73.97823 40.592721),POINT (-73.97823 40.592721),-8235218.893387674,4952452.444579109,False,POINT (-73.97823 40.592721)
252,347,347,IRT,Eastern Pky,Saratoga Av,Bk,False,3,Elevated,40.661453,-73.916327,Manhattan,New Lots,0,0,0,,POINT (-73.916327 40.661453),POINT (-73.916327 40.661453),-8228327.882949099,4962533.577239584,False,POINT (-73.916327 40.661453)
S19,513,513,SIR,Staten Island,Great Kills,SI,False,SIR,Open Cut,40.551231,-74.151399,Ferry,South Shore,1,1,1,,POINT (-74.151399 40.551231),POINT (-74.151399 40.551231),-8254495.978288855,4946371.99478847,False,POINT (-74.151399 40.551231)
232,335,620,IRT,Clark St,Borough Hall,Bk,False,2 3,Subway,40.693219,-73.989998,Manhattan,Outbound,1,1,1,,POINT (-73.989998 40.693219),POINT (-73.989998 40.693219),-8236528.901155329,4967196.303141636,False,POINT (-73.989998 40.693219)
M06,111,111,BMT,Myrtle Av,Seneca Av,Q,False,M,Elevated,40.702762,-73.90774,Inbound,Middle Village,0,0,0,,POINT (-73.90774 40.702762),POINT (-73.90774 40.702762),-8227371.982481657,4968597.492624164,False,POINT (-73.90774 40.702762)
H15,203,203,IND,Rockaway,Rockaway Park-Beach 116 St,Q,False,A S,At Grade,40.580903,-73.835592,Inbound,Last Stop,1,1,1,,POINT (-73.835592 40.580903),POINT (-73.835592 40.580903),-8219340.503859905,4950720.106900939,False,POINT (-73.835592 40.580903)
L13,124,124,BMT,Canarsie,Montrose Av,Bk,False,L,Subway,40.707739,-73.93985,Manhattan,Outbound,0,0,0,,POINT (-73.93985 40.707739),POINT (-73.93985 40.707739),-8230946.45133103,4969328.340384897,False,POINT (-73.93985 40.707739)
D10,218,218,IND,Concourse,167 St,Bx,False,B D,Subway,40.833771,-73.91844,Northbound,Manhattan,0,0,0,,POINT (-73.91844 40.833771),POINT (-73.91844 40.833771),-8228563.101033146,4987853.756403,False,POINT (-73.91844 40.833771)
257,352,352,IRT,Eastern Pky,New Lots Av,Bk,False,3,Elevated,40.666235,-73.884079,Manhattan,Last Stop,0,0,0,,POINT (-73.884079 40.666235),POINT (-73.884079 40.666235),-8224738.052009998,4963235.35409368,False,POINT (-73.884079 40.666235)
S14,518,518,SIR,Staten Island,Pleasant Plains,SI,False,SIR,Embankment,40.52241,-74.217847,Ferry,South Shore,0,0,0,,POINT (-74.217847 40.52241),POINT (-74.217847 40.52241),-8261892.935813088,4942150.431768764,False,POINT (-74.217847 40.52241)
502,443,443,IRT,Dyre Av,Baychester Av,Bx,False,5,Open Cut,40.878663,-73.838591,Eastchester,Manhattan,0,0,0,,POINT (-73.838591 40.878663),POINT (-73.838591 40.878663),-8219674.351012792,4994460.924101515,False,POINT (-73.838591 40.878663)
G32,288,288,IND,Crosstown,Myrtle-Willoughby Avs,Bk,False,G,Subway,40.694568,-73.949046,Queens,Southbound,0,0,0,,POINT (-73.949046 40.694568),POINT (-73.949046 40.694568),-8231970.145368364,4967394.36332919,False,POINT (-73.949046 40.694568)
215,428,428,IRT,Lenox - White Plains Rd,174 St,Bx,False,2 5,Elevated,40.837288,-73.887734,Northbound,Manhattan,0,0,0,,POINT (-73.887734 40.837288),POINT (-73.887734 40.837288),-8225144.924748845,4988371.223980382,False,POINT (-73.887734 40.837288)
F09,274,606,IND,Queens Blvd,Court Sq-23 St,Q,False,E F,Subway,40.747846,-73.946,Outbound,Manhattan,2,0,1,Manhattan-bound only,POINT (-73.946 40.747846),POINT (-73.946 40.747846),-8231631.066199408,4975219.849212743,False,POINT (-73.946 40.747846)
407,382,382,IRT,Jerome Av,Fordham Rd,Bx,False,4,Elevated,40.862803,-73.901034,Northbound,Manhattan,1,1,1,,POINT (-73.901034 40.862803),POINT (-73.901034 40.862803),-8226625.473976397,4992126.150780306,False,POINT (-73.901034 40.862803)
A21,159,159,IND,8th Av - Fulton St,81 St-Museum of Natural History,M,False,C B,Subway,40.781433,-73.972143,Uptown,Downtown,0,0,0,,POINT (-73.972143 40.781433),POINT (-73.972143 40.781433),-8234541.291647216,4980156.338361343,False,POINT (-73.972143 40.781433)
S31,501,501,SIR,Staten Island,St George,SI,False,SIR,Open Cut,40.643748,-74.073643,Last Stop,South Shore,1,1,1,,POINT (-74.073643 40.643748),POINT (-74.073643 40.643748),-8245840.219962733,4959935.738390131,False,POINT (-74.073643 40.643748)
Q01,19,623,BMT,Manhattan Bridge,Canal St,M,True,N Q,Subway,40.718383,-74.00046,Uptown,Downtown,0,0,0,,POINT (-74.00046 40.718383),POINT (-74.00046 40.718383),-8237693.525668009,4970891.542326145,True,POINT (-74.00046 40.718383)
A53,186,186,IND,8th Av - Fulton St,Van Siclen Av,Bk,False,C,Subway,40.67271,-73.890358,Manhattan,Outbound,0,0,0,,POINT (-73.890358 40.67271),POINT (-73.890358 40.67271),-8225437.02709269,4964185.665396165,False,POINT (-73.890358 40.67271)
113,303,303,IRT,Broadway - 7Av,157 St,M,False,1,Subway,40.834041,-73.94489,Uptown,Downtown,0,0,0,,POINT (-73.94489 40.834041),POINT (-73.94489 40.834041),-8231507.5015646275,4987893.481402843,False,POINT (-73.94489 40.834041)
603,362,362,IRT,Pelham,Middletown Rd,Bx,False,6,Elevated,40.843863,-73.836322,Pelham Bay,Manhattan,0,0,0,,POINT (-73.836322 40.843863),POINT (-73.836322 40.843863),-8219421.767088182,4989338.698625382,False,POINT (-73.836322 40.843863)
R34,30,30,BMT,4th Av,Prospect Av,Bk,False,R,Subway,40.665414,-73.992872,Manhattan,Southbound,0,0,0,,POINT (-73.992872 40.665414),POINT (-73.992872 40.665414),-8236848.833371871,4963114.865614807,False,POINT (-73.992872 40.665414)
E01,171,624,IND,8th Av - Fulton St,World Trade Center,M,True,E,Subway,40.712582,-74.009781,Uptown,Last Stop,1,1,1,,POINT (-74.009781 40.712582),POINT (-74.009781 40.712582),-8238731.134641693,4970039.563346836,True,POINT (-74.009781 40.712582)
S03,141,141,BMT,Franklin Shuttle,Park Pl,Bk,False,S,Open Cut,40.674772,-73.957624,Franklin Av,Prospect Park,1,1,1,,POINT (-73.957624 40.674772),POINT (-73.957624 40.674772),-8232925.043960388,4964488.316724074,False,POINT (-73.957624 40.674772)
D31,47,47,BMT,Broadway - Brighton,Newkirk Plaza,Bk,False,B Q,Open Cut,40.635082,-73.962793,Manhattan,Southbound,0,0,0,,POINT (-73.962793 40.635082),POINT (-73.962793 40.635082),-8233500.454408299,4958664.4351450605,False,POINT (-73.962793 40.635082)
G19,271,271,IND,Queens Blvd,Steinway St,Q,False,M R,Subway,40.756879,-73.92074,Outbound,Manhattan,0,0,0,,POINT (-73.92074 40.756879),POINT (-73.92074 40.756879),-8228819.135861969,4976547.239881397,False,POINT (-73.92074 40.756879)
F03,256,256,IND,Queens Blvd,Parsons Blvd,Q,False,F,Subway,40.707564,-73.803326,Jamaica,Manhattan,0,0,0,,POINT (-73.803326 40.707564),POINT (-73.803326 40.707564),-8215748.669169968,4969302.641576545,False,POINT (-73.803326 40.707564)
133,323,323,IRT,Broadway - 7Av,Christopher St-Stonewall,M,True,1,Subway,40.733422,-74.002906,Uptown,Downtown,0,0,0,,POINT (-74.002906 40.733422),POINT (-74.002906 40.733422),-8237965.813142489,4973100.6300448375,True,POINT (-74.002906 40.733422)
420,414,414,IRT,Lexington Av,Bowling Green,M,True,4 5,Subway,40.704817,-74.014065,Uptown,Downtown,1,1,1,,POINT (-74.014065 40.704817),POINT (-74.014065 40.704817),-8239208.027340252,4968899.25256021,True,POINT (-74.014065 40.704817)
609,367,367,IRT,Pelham,St Lawrence Av,Bx,False,6,Elevated,40.831509,-73.867618,Northbound,Manhattan,0,0,0,,POINT (-73.867618 40.831509),POINT (-73.867618 40.831509),-8222905.621872048,4987520.955536955,False,POINT (-73.867618 40.831509)
116,306,306,IRT,Broadway - 7Av,125 St,M,False,1,Elevated,40.815581,-73.958372,Uptown,Downtown,0,0,0,,POINT (-73.958372 40.815581),POINT (-73.958372 40.815581),-8233008.310939501,4985177.840926105,False,POINT (-73.958372 40.815581)
R11,7,613,BMT,Astoria,Lexington Av/59 St,M,True,N R W,Subway,40.76266,-73.967258,Queens,Downtown,0,0,0,,POINT (-73.967258 40.76266),POINT (-73.967258 40.76266),-8233997.495934691,4977396.846928403,True,POINT (-73.967258 40.76266)
F18,235,235,IND,6th Av - Culver,York St,Bk,False,F,Subway,40.701397,-73.986751,Manhattan,Southbound,0,0,0,,POINT (-73.986751 40.701397),POINT (-73.986751 40.701397),-8236167.446768723,4968397.058688481,False,POINT (-73.986751 40.701397)
F31,246,246,IND,6th Av - Culver,Avenue I,Bk,False,F,Elevated,40.625322,-73.976127,Manhattan,Southbound,0,0,0,,POINT (-73.976127 40.625322),POINT (-73.976127 40.625322),-8234984.788498537,4957232.839525801,False,POINT (-73.976127 40.625322)
B15,62,62,BMT,West End,55 St,Bk,False,D,Elevated,40.631435,-73.995476,Manhattan,Southbound,0,0,0,,POINT (-73.995476 40.631435),POINT (-73.995476 40.631435),-8237138.709325896,4958129.469140502,False,POINT (-73.995476 40.631435)
H09,207,207,IND,Rockaway,Beach 36 St,Q,False,A,Viaduct,40.595398,-73.768175,Manhattan,Far Rockaway,0,0,0,,POINT (-73.768175 40.595398),POINT (-73.768175 40.595398),-8211835.677749094,4952844.894281663,False,POINT (-73.768175 40.595398)
M23,107,107,BMT,Jamaica,Broad St,M,True,J Z,Subway,40.706476,-74.011056,Brooklyn,Last Stop,0,0,0,,POINT (-74.011056 40.706476),POINT (-74.011056 40.706476),-8238873.066992453,4969142.869928825,True,POINT (-74.011056 40.706476)
625,396,396,IRT,Lexington Av,96 St,M,False,6,Subway,40.785672,-73.95107,The Bronx,Downtown,0,0,0,,POINT (-73.95107 40.785672),POINT (-73.95107 40.785672),-8232195.456017729,4980779.547773958,False,POINT (-73.95107 40.785672)
R17,12,607,BMT,Broadway - Brighton,34 St-Herald Sq,M,True,N Q R W,Subway,40.749567,-73.98795,Uptown,Downtown,1,1,1,,POINT (-73.98795 40.749567),POINT (-73.98795 40.749567),-8236300.918838185,4975472.734603438,True,POINT (-73.98795 40.749567)
901,469,610,IRT,Lexington - Shuttle,Grand Central-42 St,M,True,S,Subway,40.752769,-73.979189,Times Square,Last Stop,1,1,1,,POINT (-73.979189 40.752769),POINT (-73.979189 40.752769),-8235325.648779346,4975943.256972085,True,POINT (-73.979189 40.752769)
142,330,635,IRT,Broadway - 7Av,South Ferry,M,True,1,Subway,40.702068,-74.013664,Uptown,Last Stop,1,1,1,,POINT (-74.013664 40.702068),POINT (-74.013664 40.702068),-8239163.388224444,4968495.586505473,True,POINT (-74.013664 40.702068)
D06,214,214,IND,Concourse,182-183 Sts,Bx,False,B D,Subway,40.856093,-73.900741,Northbound,Manhattan,0,0,0,,POINT (-73.900741 40.856093),POINT (-73.900741 40.856093),-8226592.857365594,4991138.530381295,False,POINT (-73.900741 40.856093)
640,411,622,IRT,Lexington Av,Brooklyn Bridge-City Hall,M,True,4 5 6,Subway,40.713065,-74.004131,Uptown,Downtown,1,1,1,,POINT (-74.004131 40.713065),POINT (-74.004131 40.713065),-8238102.179518711,4970110.497567217,True,POINT (-74.004131 40.713065)
A14,152,152,IND,8th Av - Fulton St,135 St,M,False,C B,Subway,40.817894,-73.947649,Uptown,Downtown,0,0,0,,POINT (-73.947649 40.817894),POINT (-73.947649 40.817894),-8231814.632039725,4985518.063670078,False,POINT (-73.947649 40.817894)
211,424,424,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,False,2 5,Elevated,40.857192,-73.867615,Northbound,Manhattan,1,1,1,,POINT (-73.867615 40.857192),POINT (-73.867615 40.857192),-8222905.287913578,4991300.281327501,False,POINT (-73.867615 40.857192)
N07,76,76,BMT,Sea Beach,Bay Pkwy,Bk,False,N,Open Cut,40.611815,-73.981848,Manhattan,Coney Island,0,0,0,,POINT (-73.981848 40.611815),POINT (-73.981848 40.611815),-8235621.647305364,4955251.979448211,False,POINT (-73.981848 40.611815)
225,439,439,IRT,Lenox - White Plains Rd,125 St,M,False,2 3,Subway,40.807754,-73.945495,Uptown,Downtown,0,0,0,,POINT (-73.945495 40.807754),POINT (-73.945495 40.807754),-8231574.849856555,4984026.643377055,False,POINT (-73.945495 40.807754)
B14,61,61,BMT,West End,50 St,Bk,False,D,Elevated,40.63626,-73.994791,Manhattan,Southbound,0,0,0,,POINT (-73.994791 40.63626),POINT (-73.994791 40.63626),-8237062.455474703,4958837.238195333,False,POINT (-73.994791 40.63626)
R45,39,39,BMT,4th Av,Bay Ridge-95 St,Bk,False,R,Subway,40.616622,-74.030876,Manhattan,Last Stop,1,1,1,,POINT (-74.030876 40.616622),POINT (-74.030876 40.616622),-8241079.419299978,4955956.900924717,False,POINT (-74.030876 40.616622)
G28,284,284,IND,Crosstown,Nassau Av,Bk,False,G,Subway,40.724635,-73.951277,Queens,Southbound,0,0,0,,POINT (-73.951277 40.724635),POINT (-73.951277 40.724635),-8232218.499152324,4971809.841725662,False,POINT (-73.951277 40.724635)
A33,168,168,IND,8th Av - Fulton St,Spring St,M,True,C E,Subway,40.726227,-74.003739,Uptown,Downtown,2,0,1,Downtown only,POINT (-74.003739 40.726227),POINT (-74.003739 40.726227),-8238058.5422783205,4972043.689900915,True,POINT (-74.003739 40.726227)
411,386,386,IRT,Jerome Av,Mt Eden Av,Bx,False,4,Elevated,40.844434,-73.914685,Northbound,Manhattan,0,0,0,,POINT (-73.914685 40.844434),POINT (-73.914685 40.844434),-8228145.096345217,4989422.722625845,False,POINT (-73.914685 40.844434)
A09,148,605,IND,8th Av - Fulton St,168 St,M,False,A C,Subway,40.840719,-73.939561,Uptown,Downtown,1,1,1,,POINT (-73.939561 40.840719),POINT (-73.939561 40.840719),-8230914.27999819,4988876.064555587,False,POINT (-73.939561 40.840719)
G05,278,278,IND,Queens - Archer,Jamaica Center-Parsons/Archer,Q,False,E J Z,Subway,40.702147,-73.801109,Last Stop,Manhattan,1,1,1,,POINT (-73.801109 40.702147),POINT (-73.801109 40.702147),-8215501.873858879,4968507.1867161505,False,POINT (-73.801109 40.702147)
109,299,299,IRT,Broadway - 7Av,Dyckman St,M,False,1,Elevated,40.860531,-73.925536,The Bronx,Downtown,1,1,1,,POINT (-73.925536 40.860531),POINT (-73.925536 40.860531),-8229353.024139812,4991791.732193456,False,POINT (-73.925536 40.860531)
R40,34,34,BMT,4th Av,53 St,Bk,False,R,Subway,40.645069,-74.014034,Manhattan,Southbound,0,0,0,,POINT (-74.014034 40.645069),POINT (-74.014034 40.645069),-8239204.576436037,4960129.543746992,False,POINT (-74.014034 40.645069)
A59,190,190,IND,Liberty Av,80 St,Q,False,A,Elevated,40.679371,-73.858992,Manhattan,Outbound,0,0,0,,POINT (-73.858992 40.679371),POINT (-73.858992 40.679371),-8221945.379944467,4965163.371520976,False,POINT (-73.858992 40.679371)
A50,183,183,IND,8th Av - Fulton St,Rockaway Av,Bk,False,C,Subway,40.67834,-73.911946,Manhattan,Outbound,0,0,0,,POINT (-73.911946 40.67834),POINT (-73.911946 40.67834),-8227840.192259934,4965012.03424754,False,POINT (-73.911946 40.67834)
G14,267,616,IND,Queens Blvd,Jackson Hts-Roosevelt Av,Q,False,E F M R,Subway,40.746644,-73.891338,Outbound,Manhattan,1,1,1,,POINT (-73.891338 40.746644),POINT (-73.891338 40.746644),-8225546.120193666,4975043.23006155,False,POINT (-73.891338 40.746644)
D35,51,51,BMT,Broadway - Brighton,Kings Hwy,Bk,False,B Q,Open Cut,40.60867,-73.957734,Manhattan,Southbound,1,1,1,,POINT (-73.957734 40.60867),POINT (-73.957734 40.60867),-8232937.289104376,4954790.809045048,False,POINT (-73.957734 40.60867)
626,397,397,IRT,Lexington Av,86 St,M,False,4 5 6,Subway,40.779492,-73.955589,Uptown,Downtown,2,1,0,Uptown local only,POINT (-73.955589 40.779492),POINT (-73.955589 40.779492),-8232698.508796625,4979870.98964817,False,POINT (-73.955589 40.779492)
R03,2,2,BMT,Astoria,Astoria Blvd,Q,False,N W,Elevated,40.770258,-73.917843,Astoria,Manhattan,1,1,1,,POINT (-73.917843 40.770258),POINT (-73.917843 40.770258),-8228496.643297141,4978513.602523597,False,POINT (-73.917843 40.770258)
216,429,429,IRT,Lenox - White Plains Rd,Freeman St,Bx,False,2 5,Elevated,40.829993,-73.891865,Northbound,Manhattan,0,0,0,,POINT (-73.891865 40.829993),POINT (-73.891865 40.829993),-8225604.785565313,4987297.917632864,False,POINT (-73.891865 40.829993)
D01,210,210,IND,Concourse,Norwood-205 St,Bx,False,D,Subway,40.874811,-73.878855,Last Stop,Manhattan,0,0,0,,POINT (-73.878855 40.874811),POINT (-73.878855 40.874811),-8224156.518990093,4993893.814239894,False,POINT (-73.878855 40.874811)
706,450,450,IRT,Flushing,103 St-Corona Plaza,Q,False,7,Elevated,40.749865,-73.8627,Outbound,Manhattan,0,0,0,,POINT (-73.8627 40.749865),POINT (-73.8627 40.749865),-8222358.152616328,4975516.523674024,False,POINT (-73.8627 40.749865)
243,355,355,IRT,Nostrand,Winthrop St,Bk,False,2 5,Subway,40.656652,-73.9502,Manhattan,Flatbush,0,0,0,,POINT (-73.9502 40.656652),POINT (-73.9502 40.656652),-8232098.608060738,4961829.062671852,False,POINT (-73.9502 40.656652)
F23,239,608,IND,6th Av - Culver,4 Av-9 St,Bk,False,F G,Viaduct,40.670272,-73.989779,Northbound,Southbound,0,0,0,,POINT (-73.989779 40.670272),POINT (-73.989779 40.670272),-8236504.522186846,4963827.838510215,False,POINT (-73.989779 40.670272)
F26,242,242,IND,6th Av - Culver,Fort Hamilton Pkwy,Bk,False,F G,Subway,40.650782,-73.975776,Northbound,Southbound,0,0,0,,POINT (-73.975776 40.650782),POINT (-73.975776 40.650782),-8234945.715357267,4960967.748405372,False,POINT (-73.975776 40.650782)
F38,252,252,IND,6th Av - Culver,Avenue X,Bk,False,F,Elevated,40.58962,-73.97425,Manhattan,Coney Island,0,0,0,,POINT (-73.97425 40.58962),POINT (-73.97425 40.58962),-8234775.841814318,4951997.855879961,False,POINT (-73.97425 40.58962)
205,418,418,IRT,Lenox - White Plains Rd,233 St,Bx,False,2 5,Elevated,40.893193,-73.857473,Northbound,Manhattan,1,1,1,,POINT (-73.857473 40.893193),POINT (-73.857473 40.893193),-8221776.285637951,4996600.397275075,False,POINT (-73.857473 40.893193)
L16,127,127,BMT,Canarsie,DeKalb Av,Bk,False,L,Subway,40.703811,-73.918425,Manhattan,Outbound,0,0,0,,POINT (-73.918425 40.703811),POINT (-73.918425 40.703811),-8228561.431240783,4968751.528527963,False,POINT (-73.918425 40.703811)
L28,137,137,BMT,Canarsie,East 105 St,Bk,False,L,At Grade,40.650573,-73.899485,Manhattan,Canarsie,0,0,0,,POINT (-73.899485 40.650573),POINT (-73.899485 40.650573),-8226453.040085157,4960937.082905962,False,POINT (-73.899485 40.650573)
721,464,464,IRT,Flushing,Vernon Blvd-Jackson Av,Q,False,7,Subway,40.742626,-73.953581,Outbound,Manhattan,0,0,0,,POINT (-73.953581 40.742626),POINT (-73.953581 40.742626),-8232474.979259112,4974452.8574329065,False,POINT (-73.953581 40.742626)
621,392,392,IRT,Lexington Av,125 St,M,False,4 5 6,Subway,40.804138,-73.937594,The Bronx,Downtown,1,1,1,,POINT (-73.937594 40.804138),POINT (-73.937594 40.804138),-8230695.3145598,4983494.846849095,False,POINT (-73.937594 40.804138)
S24,508,508,SIR,Staten Island,Jefferson Av,SI,False,SIR,Embankment,40.583591,-74.103338,Ferry,South Shore,0,0,0,,POINT (-74.103338 40.583591),POINT (-74.103338 40.583591),-8249145.852241838,4951114.099611574,False,POINT (-74.103338 40.583591)
137,327,327,IRT,Broadway - 7Av,Chambers St,M,True,1 2 3,Subway,40.715478,-74.009266,Uptown,Downtown,1,1,1,,POINT (-74.009266 40.715478),POINT (-74.009266 40.715478),-8238673.805103934,4970464.882652813,True,POINT (-74.009266 40.715478)
A65,195,195,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,False,A,Elevated,40.685951,-73.825798,Manhattan,Last Stop,1,1,1,,POINT (-73.825798 40.685951),POINT (-73.825798 40.685951),-8218250.240767076,4966129.284336164,False,POINT (-73.825798 40.685951)
B19,66,66,BMT,West End,18 Av,Bk,False,D,Elevated,40.607954,-74.001736,Manhattan,Southbound,0,0,0,,POINT (-74.001736 40.607954),POINT (-74.001736 40.607954),-8237835.569338261,4954685.820660367,False,POINT (-74.001736 40.607954)
M19,103,103,BMT,Jamaica,Bowery,M,True,J Z,Subway,40.72028,-73.993915,Brooklyn,Downtown,0,0,0,,POINT (-73.993915 40.72028),POINT (-73.993915 40.72028),-8236964.939600767,4971170.166282319,True,POINT (-73.993915 40.72028)
R33,29,608,BMT,4th Av,4 Av-9 St,Bk,False,R,Subway,40.670847,-73.988302,Manhattan,Southbound,0,0,0,,POINT (-73.988302 40.670847),POINT (-73.988302 40.670847),-8236340.103298945,4963912.230464753,False,POINT (-73.988302 40.670847)
239,342,626,IRT,Eastern Pky,Franklin Av-Medgar Evers College,Bk,False,2 3 4 5,Subway,40.670682,-73.958131,Manhattan,Outbound,0,0,0,,POINT (-73.958131 40.670682),POINT (-73.958131 40.670682),-8232981.48294222,4963888.013568565,False,POINT (-73.958131 40.670682)
636,407,407,IRT,Lexington Av,Astor Pl,M,True,6,Subway,40.730054,-73.99107,Uptown,Downtown,0,0,0,,POINT (-73.99107 40.730054),POINT (-73.99107 40.730054),-8236648.23564946,4972605.859124702,True,POINT (-73.99107 40.730054)
D28,44,44,BMT,Broadway - Brighton,Church Av,Bk,False,B Q,Open Cut,40.650527,-73.962982,Manhattan,Southbound,1,1,1,,POINT (-73.962982 40.650527),POINT (-73.962982 40.650527),-8233521.493792059,4960930.33357449,False,POINT (-73.962982 40.650527)
R28,24,620,BMT,Broadway,Court St,Bk,False,R,Subway,40.6941,-73.991777,Manhattan,Southbound,0,0,0,,POINT (-73.991777 40.6941),POINT (-73.991777 40.6941),-8236726.93852945,4967325.6511122845,False,POINT (-73.991777 40.6941)
J28,93,93,BMT,Jamaica,Chauncey St,Bk,False,J Z,Elevated,40.682893,-73.910456,Outbound,Manhattan,0,0,0,,POINT (-73.910456 40.682893),POINT (-73.910456 40.682893),-8227674.326218651,4965680.372568925,False,POINT (-73.910456 40.682893)
712,456,456,IRT,Flushing,61 St-Woodside,Q,False,7,Elevated,40.74563,-73.902984,Outbound,Manhattan,1,1,1,,POINT (-73.902984 40.74563),POINT (-73.902984 40.74563),-8226842.546983444,4974894.237685932,False,POINT (-73.902984 40.74563)
D41,56,56,BMT,Broadway - Brighton,Ocean Pkwy,Bk,False,Q,Elevated,40.576312,-73.968501,Manhattan,Coney Island,0,0,0,,POINT (-73.968501 40.576312),POINT (-73.968501 40.576312),-8234135.866061747,4950047.219205225,False,POINT (-73.968501 40.576312)
J21,88,88,BMT,Jamaica,Norwood Av,Bk,False,J Z,Elevated,40.68141,-73.880039,Outbound,Manhattan,0,0,0,,POINT (-73.880039 40.68141),POINT (-73.880039 40.68141),-8224288.321267192,4965462.6768617015,False,POINT (-73.880039 40.68141)
